depth,branching,size,growth_30m,burstiness,label,event,root_id
1,1,2,1,0.0,0,ottawashooting,524970444156571648
9,12,48,1,0.6414,0,ottawashooting,525025114111635456
2,8,10,7,0.2173,1,sydneysiege,544403913076924417
4,9,13,5,-0.0195,1,sydneysiege,544374395540881408
2,12,14,12,0.4196,1,sydneysiege,544285194815942657
5,15,21,21,-0.1539,1,sydneysiege,544302448522035202
2,7,11,5,0.3646,1,sydneysiege,544298376851111936
10,12,36,9,0.2914,1,sydneysiege,544281235271745537
15,12,33,20,0.3884,1,sydneysiege,544309275141885952
1,3,4,3,-0.1723,1,sydneysiege,544372465078505472
9,13,27,11,0.4687,1,sydneysiege,544315472075042818
1,12,13,10,0.4124,1,sydneysiege,544387967037763584
4,14,23,16,0.5792,1,sydneysiege,544391176137089024
4,11,21,21,0.048,1,sydneysiege,544301900682629121
4,5,13,11,0.4504,1,sydneysiege,544510345289924608
2,5,7,7,0.0098,1,sydneysiege,544280873806610433
0,0,1,1,0.0,1,sydneysiege,544367010894086145
1,5,6,5,0.1846,1,sydneysiege,544512664769396736
1,6,7,4,0.3162,1,sydneysiege,544282127404388353
2,19,22,20,0.5177,1,sydneysiege,544324444773433348
4,16,27,22,0.454,1,sydneysiege,544514474963922944
2,18,22,19,0.5688,1,sydneysiege,544515097625108480
1,14,15,8,0.3998,1,sydneysiege,544512514651066368
4,13,19,15,0.5971,1,sydneysiege,544336537870434304
1,16,17,12,0.3933,1,sydneysiege,544382249178001408
1,9,10,8,0.3452,1,sydneysiege,544292910578278400
5,15,22,20,-0.0009,1,sydneysiege,544511130249744384
2,6,8,5,-0.0276,1,sydneysiege,544328324601114625
6,13,26,16,0.1597,1,sydneysiege,544267656597995521
1,1,2,2,0.0,1,sydneysiege,544351969658564608
2,14,16,12,0.1963,1,sydneysiege,544333172180537344
1,8,9,6,0.2669,1,sydneysiege,544280217104031744
10,8,42,16,0.5349,1,sydneysiege,544274934835707905
4,14,21,16,0.5441,1,sydneysiege,544274879055675392
1,7,8,7,0.2163,1,sydneysiege,544516381031792642
6,13,27,21,0.5637,1,sydneysiege,544273459199893505
1,14,15,9,0.4475,1,sydneysiege,544379366474403840
4,3,8,8,0.1499,1,sydneysiege,544352874969698305
1,19,20,15,0.5322,1,sydneysiege,544511434840113152
0,0,1,1,0.0,1,sydneysiege,544471469527691264
3,12,16,5,0.3068,1,sydneysiege,544366824997912576
4,14,19,13,0.4915,1,sydneysiege,544462912644214785
1,7,8,3,0.0894,1,sydneysiege,544296158206894081
4,8,15,5,0.3592,1,sydneysiege,544288773023203328
2,20,22,19,0.1277,1,sydneysiege,544282227035869184
2,17,24,20,0.6189,1,sydneysiege,544297696308518912
1,7,8,7,0.167,1,sydneysiege,544378769952505856
0,0,1,1,0.0,1,sydneysiege,544517991086710784
5,6,11,11,-0.2017,1,sydneysiege,544279262547935232
1,3,4,2,0.0499,1,sydneysiege,544511773223968768
3,6,11,9,-0.0478,1,sydneysiege,544272701108797440
2,6,8,8,0.1616,1,sydneysiege,544356724871036928
1,2,3,3,-0.4719,1,sydneysiege,544353303468199936
9,11,38,28,0.7015,1,sydneysiege,544315864397258752
2,12,16,14,0.4733,1,sydneysiege,544286686142685184
19,3,49,1,0.5223,1,sydneysiege,544288661253398528
5,13,24,5,0.5122,1,sydneysiege,544333764814323713
18,5,55,17,0.206,1,sydneysiege,544287922166726657
3,8,11,6,0.4435,1,sydneysiege,544341406094213121
9,13,46,24,0.3489,1,sydneysiege,544321103875694593
1,2,3,3,-0.3175,1,sydneysiege,544355924224532481
1,4,5,4,0.2031,1,sydneysiege,544511560249790464
6,13,25,14,0.4387,1,sydneysiege,544366036498542592
1,5,6,3,0.2384,1,sydneysiege,544353793270243328
19,14,39,15,0.3745,1,sydneysiege,544282877278814208
14,13,34,8,0.5739,1,sydneysiege,544379738240720896
1,9,10,8,0.2853,1,sydneysiege,544293694166536192
1,15,16,14,0.4295,1,sydneysiege,544514569339953154
2,13,19,14,0.2574,1,sydneysiege,544338731210399744
1,2,3,2,-0.0768,1,sydneysiege,544356579098001408
0,0,1,1,0.0,1,sydneysiege,544280739290677249
2,14,16,15,0.507,1,sydneysiege,544302827330224128
3,7,11,4,0.4118,1,sydneysiege,544271815044894720
1,13,14,11,0.5454,1,sydneysiege,544425928290750464
1,5,6,5,0.2445,1,sydneysiege,544371668131393537
0,0,1,1,0.0,1,sydneysiege,544353552177455104
4,6,14,10,0.4619,1,sydneysiege,544407139205132288
3,13,18,10,0.5504,1,sydneysiege,544294402366394369
0,0,1,1,0.0,1,sydneysiege,544382740750024704
6,12,23,19,0.5342,1,sydneysiege,544286172109758464
7,10,35,20,0.2852,1,sydneysiege,544271743331078144
2,16,19,16,0.5056,1,sydneysiege,544278985249550337
9,13,32,16,0.4566,1,sydneysiege,544399927045283840
1,4,5,3,-0.2295,1,sydneysiege,544301235596054528
8,12,34,31,0.2803,1,sydneysiege,544277728930062336
2,17,19,13,0.5319,1,sydneysiege,544277817987330049
7,11,37,22,0.4756,1,sydneysiege,544287203728556032
4,11,30,19,0.2505,1,sydneysiege,544385641975676929
1,10,11,8,0.434,1,sydneysiege,544510219401703425
3,7,12,10,0.4102,1,sydneysiege,544274364288364544
3,19,29,27,0.5289,1,sydneysiege,544512691948498944
2,23,27,19,-0.007,1,sydneysiege,544381485591982083
1,13,14,14,-0.0056,1,sydneysiege,544319274072817664
3,15,19,18,0.586,1,sydneysiege,544520273718812672
2,9,12,6,0.3238,1,sydneysiege,544353502689251329
4,12,18,18,-0.2561,1,sydneysiege,544301624814870530
2,18,21,20,0.5876,1,sydneysiege,544367253857525761
2,13,17,9,0.2455,1,sydneysiege,544369667096477696
1,2,3,3,-0.467,1,sydneysiege,544513524438155264
2,16,19,14,0.2598,1,sydneysiege,544356997718900736
10,17,32,19,0.4608,1,sydneysiege,544334477011349505
1,2,3,2,-0.1787,1,sydneysiege,544373504419069952
2,9,11,3,0.1563,1,sydneysiege,544273563872538624
2,11,13,13,-0.2285,1,sydneysiege,544367462012432384
4,14,20,17,0.495,1,sydneysiege,544315187608973312
0,0,1,1,0.0,1,sydneysiege,544424408027115520
1,6,7,7,0.0422,1,sydneysiege,544516427827249153
2,11,14,12,0.1325,1,sydneysiege,544492454016475137
1,4,5,2,0.0557,1,sydneysiege,544289941996326912
4,16,24,24,0.4478,1,sydneysiege,544301453717041152
15,13,39,13,0.3805,1,sydneysiege,544326741674967042
2,12,14,12,0.3605,1,sydneysiege,544519635916169218
4,15,21,20,0.5407,1,sydneysiege,544320939245043712
3,16,20,16,0.3199,1,sydneysiege,544340091615715329
5,11,20,15,0.1288,1,sydneysiege,544380742076088320
1,17,18,17,0.4214,1,sydneysiege,544510453201006592
2,7,11,4,0.0756,1,sydneysiege,544287209730236416
3,15,23,18,0.5079,1,sydneysiege,544343410849886209
6,13,23,19,0.5629,1,sydneysiege,544272537341812736
2,16,19,18,0.312,1,sydneysiege,544411097797644288
2,4,6,6,-0.5229,1,sydneysiege,544512187171995649
2,3,5,3,-0.5315,1,sydneysiege,544302938374426624
1,3,4,4,-0.2015,1,sydneysiege,544274585697280000
15,9,46,11,0.6789,1,sydneysiege,544385829180035072
0,0,1,1,0.0,1,sydneysiege,544520654431981568
1,10,11,4,0.0407,1,sydneysiege,544374511194632192
6,7,31,24,0.5197,1,sydneysiege,544274544174071809
1,6,7,4,0.2063,1,sydneysiege,544332510440595456
3,10,17,12,0.2407,1,sydneysiege,544306719686656000
1,16,17,12,0.3385,1,sydneysiege,544377700677615616
1,3,4,1,0.0511,1,sydneysiege,544409432600223744
2,16,20,15,0.1848,1,sydneysiege,544281689233850370
2,16,21,21,0.2663,1,sydneysiege,544314234541469696
3,7,10,9,0.0412,1,sydneysiege,544296985910861824
2,8,10,5,0.2568,1,sydneysiege,544424775939293184
9,6,20,10,0.4881,1,sydneysiege,544268186292867072
3,10,13,9,0.2898,1,sydneysiege,544503037973528577
3,5,10,5,0.2182,1,sydneysiege,544384349395628033
4,13,18,11,0.3024,1,sydneysiege,544313370892324864
1,4,5,5,-0.0383,1,sydneysiege,544516514519343104
5,13,25,20,0.6401,1,sydneysiege,544275138712469504
1,3,4,2,-0.1526,1,sydneysiege,544283745939767296
4,14,21,19,0.1296,1,sydneysiege,544359422726664192
1,5,6,6,0.2257,1,sydneysiege,544350565283532800
3,15,20,20,0.1242,1,sydneysiege,544354657385316352
2,7,10,9,-0.1318,1,sydneysiege,544377046030635008
2,5,7,5,0.2837,1,sydneysiege,544378468931076097
2,12,16,13,0.495,1,sydneysiege,544284859628523521
2,10,12,10,0.4168,1,sydneysiege,544289409294553088
19,3,39,1,0.5306,1,sydneysiege,544341194822520832
2,17,23,15,0.2317,1,sydneysiege,544273427075710976
1,20,21,16,0.1947,1,sydneysiege,544301786849640448
1,8,9,9,0.0616,1,sydneysiege,544516101556961280
1,19,20,20,-0.0701,1,sydneysiege,544511915158810624
2,3,5,4,-0.0906,1,sydneysiege,544296007589433344
1,10,11,7,0.0724,1,sydneysiege,544380899639689216
1,2,3,2,-0.7741,1,sydneysiege,544316384273248256
1,8,9,8,0.3526,1,sydneysiege,544293783702364162
7,10,23,19,0.6046,1,sydneysiege,544297827258888192
5,13,27,18,0.5992,1,sydneysiege,544297950134816768
6,18,27,25,0.5448,1,sydneysiege,544491160803106816
3,16,22,21,0.5793,1,sydneysiege,544301455952588801
3,16,19,11,0.4099,1,sydneysiege,544288135564107776
6,11,17,4,0.2038,1,sydneysiege,544374018661687296
3,11,15,9,0.4991,1,sydneysiege,544291829290508289
8,4,17,13,0.2179,1,sydneysiege,544508479675711489
9,7,19,6,0.4479,1,sydneysiege,544504183341064192
1,7,8,7,0.4,1,sydneysiege,544372257674788864
4,14,22,22,-0.0432,1,sydneysiege,544282355989753857
5,15,22,21,0.4729,1,sydneysiege,544509140911919104
2,7,9,6,0.0464,1,sydneysiege,544292146342531072
1,8,9,5,0.1168,1,sydneysiege,544511199702822913
1,1,2,2,0.0,1,sydneysiege,544511489869373440
6,12,22,22,0.0789,1,sydneysiege,544356122082410496
5,11,25,13,0.5932,1,sydneysiege,544300178443100160
2,9,12,10,0.1433,1,sydneysiege,544509086998749186
4,15,24,21,0.4777,1,sydneysiege,544492984880754688
5,15,21,15,0.5213,1,sydneysiege,544280765111218176
3,16,20,20,0.0325,1,sydneysiege,544277336422486016
1,6,7,4,0.2756,1,sydneysiege,544355197435142145
4,14,23,16,0.6264,1,sydneysiege,544278913883447298
1,5,6,3,-0.1052,1,sydneysiege,544388658334146561
1,2,3,3,-0.3928,1,sydneysiege,544287991959539713
9,17,30,17,0.5069,1,sydneysiege,544383022876065792
1,8,9,7,0.0109,1,sydneysiege,544285819108741120
0,0,1,1,0.0,1,sydneysiege,544411585070911488
1,9,10,9,0.3619,1,sydneysiege,544272561266503681
2,17,20,19,0.553,1,sydneysiege,544285508441231361
6,14,32,12,0.4494,1,sydneysiege,544290752533393408
9,4,15,12,0.3884,1,sydneysiege,544277860555710464
8,6,19,7,0.4134,1,sydneysiege,544514645571420160
6,11,23,20,0.4817,1,sydneysiege,544388013141143552
4,7,12,9,0.3631,1,sydneysiege,544284823041212416
1,11,12,11,0.3682,1,sydneysiege,544508900595499009
1,13,14,12,0.4399,1,sydneysiege,544391085150457856
1,18,19,18,-0.0324,1,sydneysiege,544517264054423552
7,12,38,13,0.493,1,sydneysiege,544273256174198785
2,8,10,4,0.4359,1,sydneysiege,544280707800264704
1,7,8,6,0.3773,1,sydneysiege,544281591833317377
1,16,17,10,0.2932,1,sydneysiege,544307547390607361
8,9,27,18,0.4597,1,sydneysiege,544269997745242112
2,15,17,16,0.4613,1,sydneysiege,544518335019229184
3,10,19,10,0.4408,1,sydneysiege,544279945128591360
1,6,7,6,0.3405,1,sydneysiege,544355218251452416
3,14,21,10,0.5663,1,sydneysiege,544409517224898560
3,13,20,19,0.084,1,sydneysiege,544329204314406912
2,10,13,13,0.1946,1,sydneysiege,544514883484520448
1,14,15,12,0.2662,1,sydneysiege,544284577318318080
2,15,17,11,0.3032,1,sydneysiege,544316814856306688
2,13,15,12,0.494,1,sydneysiege,544321934410788865
5,9,22,9,0.6109,1,sydneysiege,544271815007145984
2,17,20,14,0.2335,1,sydneysiege,544283772569788416
15,14,103,33,0.6118,1,sydneysiege,544329935943237632
2,11,15,11,0.4034,1,sydneysiege,544409519380758528
1,4,5,1,-0.5214,1,sydneysiege,544396260740845568
12,16,29,19,0.3406,1,sydneysiege,544282449388519424
1,5,6,6,-0.2468,1,sydneysiege,544370712639590400
7,11,26,16,0.4909,1,sydneysiege,544351885298130945
4,5,9,6,0.1396,1,sydneysiege,544351486956670976
1,2,3,3,-0.0582,1,sydneysiege,544275597464444929
1,3,4,4,0.0443,1,sydneysiege,544351356824604673
1,5,6,4,0.0847,1,sydneysiege,544287499397242880
1,2,3,3,-0.4267,1,sydneysiege,544513339544838147
5,16,26,21,0.5316,1,sydneysiege,544390130682068993
2,19,22,14,0.539,1,sydneysiege,544301296099270656
4,5,10,7,0.0284,1,sydneysiege,544400853298184194
6,12,18,16,0.5415,1,sydneysiege,544513292576641025
1,11,12,12,0.1969,1,sydneysiege,544510450101415936
1,3,4,3,-0.4892,1,sydneysiege,544305745416581120
1,12,13,9,0.2312,1,sydneysiege,544519245087121408
3,12,15,12,0.4152,1,sydneysiege,544512910538838016
8,5,23,12,0.2634,1,sydneysiege,544284455909998592
3,8,12,11,0.26,1,sydneysiege,544351133120987136
8,18,34,17,0.4585,1,sydneysiege,544342204576038912
1,7,8,7,-0.0248,1,sydneysiege,544332613532811264
0,0,1,1,0.0,1,sydneysiege,544338622078410752
3,5,9,6,0.2691,1,sydneysiege,544491151118860289
2,15,27,21,0.6479,1,sydneysiege,544285245600989184
1,5,6,6,-0.2624,1,sydneysiege,544514207933542401
2,18,21,10,0.4081,1,sydneysiege,544521141335764992
1,7,8,7,0.0273,1,sydneysiege,544517624114081793
2,1,3,3,-0.1783,1,sydneysiege,544516530160300032
2,9,13,11,0.4496,1,sydneysiege,544493466836017154
4,9,15,10,0.4287,1,sydneysiege,544401675789033473
1,4,5,5,-0.1092,1,sydneysiege,544508666724876288
1,19,20,14,-0.0633,1,sydneysiege,544511865729323009
11,7,34,20,0.5781,1,sydneysiege,544374871812472832
3,9,12,10,0.4826,1,sydneysiege,544277852968210432
3,16,24,20,0.4431,1,sydneysiege,544277113683980288
1,1,2,1,0.0,1,sydneysiege,544325779199258626
1,2,3,2,-0.5688,1,sydneysiege,544289311504355328
3,13,16,16,0.1287,1,sydneysiege,544291619084959744
1,4,5,4,-0.2022,1,sydneysiege,544391533240516608
3,14,19,11,0.3293,1,sydneysiege,544298346345947136
1,3,4,2,-0.2415,1,sydneysiege,544511112654618624
1,6,7,4,0.1787,1,sydneysiege,544376300417585152
1,2,3,2,-0.0363,1,sydneysiege,544358564484378624
9,13,28,16,0.5514,1,sydneysiege,544380433014591488
5,16,31,21,0.5494,1,sydneysiege,544277117039837184
1,17,18,18,0.1634,1,sydneysiege,544318880001560576
1,2,3,3,-0.176,1,sydneysiege,544329393737170944
1,7,8,6,0.1644,1,sydneysiege,544396563116589056
1,18,19,10,0.4066,1,sydneysiege,544286537299787777
1,3,4,1,-0.362,1,sydneysiege,544366934154678272
4,7,11,9,0.4448,1,sydneysiege,544293753130082305
9,5,15,15,0.1085,1,sydneysiege,544292129972170752
4,16,20,11,0.0115,1,sydneysiege,544515538383564801
5,10,15,6,0.3407,1,sydneysiege,544282005941530624
3,15,20,10,0.4121,1,sydneysiege,544392718601183232
2,6,8,7,0.2964,1,sydneysiege,544309006500888576
2,12,14,13,0.5417,1,sydneysiege,544514538797035520
4,15,19,19,0.0426,1,sydneysiege,544302821450207233
2,18,20,15,0.1575,1,sydneysiege,544268637134393344
3,7,13,12,-0.1669,1,sydneysiege,544318036715782144
2,4,6,6,0.0791,1,sydneysiege,544513072006967297
0,0,1,1,0.0,1,sydneysiege,544391063742332928
1,10,11,5,0.4331,1,sydneysiege,544291804057960448
3,11,18,14,0.2594,1,sydneysiege,544333020023754752
6,6,13,9,-0.1109,1,sydneysiege,544364000897945600
1,5,6,5,0.2862,1,sydneysiege,544511783940403201
11,13,35,15,0.313,1,sydneysiege,544334554631536640
1,1,2,2,0.0,1,sydneysiege,544316500002484226
2,5,7,6,0.2872,1,sydneysiege,544372545219489792
1,11,12,6,0.0447,1,sydneysiege,544383230091464704
0,0,1,1,0.0,1,sydneysiege,544296672608534528
2,19,21,20,0.3125,1,sydneysiege,544521166543548416
2,15,19,12,0.202,1,sydneysiege,544428421745741824
4,11,17,14,0.4086,1,sydneysiege,544373839548145664
3,7,10,4,0.129,1,sydneysiege,544381144620216320
2,6,14,5,0.0227,1,sydneysiege,544280923923959808
4,13,20,20,-0.1241,1,sydneysiege,544362279006113792
4,13,18,17,0.4948,1,sydneysiege,544304298243653632
2,17,20,15,0.3961,1,sydneysiege,544308531684335617
3,5,10,10,-0.0428,1,sydneysiege,544374313848430592
5,15,27,22,0.5717,1,sydneysiege,544355845489065984
1,10,11,8,0.4248,1,sydneysiege,544287815790755840
3,11,14,13,0.1446,1,sydneysiege,544317438079139841
5,12,20,16,0.2933,1,sydneysiege,544317165965303808
1,5,6,5,0.1332,1,sydneysiege,544288799711592448
2,4,6,5,-0.0189,1,sydneysiege,544296096244441089
2,5,7,5,0.2551,1,sydneysiege,544451181754744832
2,17,19,5,0.3009,1,sydneysiege,544358533819420672
5,16,22,21,0.5262,1,sydneysiege,544279103864860674
11,8,35,7,0.5909,1,sydneysiege,544518590104621058
2,12,14,11,0.2071,1,sydneysiege,544290646010261504
3,9,16,16,-0.0496,1,sydneysiege,544289448150986752
5,15,24,21,-0.0187,1,sydneysiege,544269221564137472
3,8,13,11,0.4651,1,sydneysiege,544277650714677249
1,11,12,9,0.2673,1,sydneysiege,544391789789331456
3,16,22,5,-0.1144,1,sydneysiege,544443739800731648
2,14,16,15,0.1943,1,sydneysiege,544516079129993216
1,4,5,3,0.1381,1,sydneysiege,544402785966772224
3,15,24,20,0.4788,1,sydneysiege,544360928603799552
3,17,20,18,0.6037,1,sydneysiege,544383383095508992
3,16,21,11,0.2201,1,sydneysiege,544317709396496384
5,8,20,11,0.3538,1,sydneysiege,544410576894427136
3,6,9,6,0.1173,1,sydneysiege,544268732046913536
4,11,19,11,0.292,1,sydneysiege,544287165912735744
2,8,10,6,-0.0269,1,sydneysiege,544296671950020609
6,21,31,25,0.6536,1,sydneysiege,544346359948910592
1,6,7,6,0.0201,1,sydneysiege,544515999161393152
6,6,20,13,0.0209,1,sydneysiege,544294692456628224
1,3,4,4,-0.1729,1,sydneysiege,544515850963648512
1,19,20,14,0.2466,1,sydneysiege,544339368823894019
0,0,1,1,0.0,1,sydneysiege,544519140552507392
4,11,16,4,-0.0006,1,sydneysiege,544280399044960256
8,7,55,12,0.3899,1,sydneysiege,544304742743044096
4,13,22,15,0.2468,1,sydneysiege,544323933634564098
4,14,21,20,0.5919,1,sydneysiege,544320179560525824
1,13,14,14,0.0045,1,sydneysiege,544508411178536960
3,5,8,4,0.2949,1,sydneysiege,544372222400671744
5,17,31,11,0.1568,1,sydneysiege,544283387087691776
8,7,32,17,0.5588,1,sydneysiege,544285296565948416
2,17,20,20,0.1641,1,sydneysiege,544338575240609792
5,8,17,9,0.4159,1,sydneysiege,544395712130449408
0,0,1,1,0.0,1,sydneysiege,544509519179816960
15,21,112,33,0.5046,1,sydneysiege,544445364322197504
3,12,19,18,0.5988,1,sydneysiege,544373593841623040
1,5,6,4,0.0089,1,sydneysiege,544320992361721856
1,18,19,19,0.205,1,sydneysiege,544407157077467136
0,0,1,1,0.0,1,sydneysiege,544293291785596928
2,19,25,13,0.3848,1,sydneysiege,544385086955589632
1,4,5,5,-0.2971,1,sydneysiege,544514564407427072
1,1,2,1,0.0,1,sydneysiege,544385535909715968
4,12,28,26,0.5844,1,sydneysiege,544489340584222720
1,2,3,1,-0.1062,1,sydneysiege,544352188210745344
1,5,6,5,0.1895,1,sydneysiege,544518033902149632
1,6,7,4,-0.008,1,sydneysiege,544384498947719169
2,14,16,5,0.1594,1,sydneysiege,544379489263042561
1,7,8,4,0.0647,1,sydneysiege,544316904861478912
1,10,11,10,-0.065,1,sydneysiege,544290258951892992
4,15,20,9,0.4168,1,sydneysiege,544376732649013248
5,15,28,19,0.4821,1,sydneysiege,544372177965834240
1,3,4,3,-0.0302,1,sydneysiege,544512676643500033
7,16,26,8,0.2871,1,sydneysiege,544305673287524353
5,4,10,9,0.3972,1,sydneysiege,544351015936331777
1,6,7,7,0.3108,1,sydneysiege,544519594438696961
7,11,40,6,0.4977,1,sydneysiege,544389893120856064
6,10,19,19,0.3379,1,sydneysiege,544307040932601857
5,12,21,9,0.1716,1,sydneysiege,544274757689307136
5,9,20,17,-0.0135,1,sydneysiege,544294794139533313
2,10,15,11,0.4677,1,sydneysiege,544433739539812353
3,6,10,10,-0.0481,1,sydneysiege,544510402454110208
3,16,22,18,0.432,1,sydneysiege,544373676842311681
1,12,13,8,0.4275,1,sydneysiege,544350985142173697
2,17,19,15,0.3157,1,sydneysiege,544373515067998208
0,0,1,1,0.0,1,sydneysiege,544519622389956609
3,17,22,20,0.4733,1,sydneysiege,544518841020473345
1,6,7,6,0.2591,1,sydneysiege,544292670336925696
6,7,30,12,0.4222,1,sydneysiege,544384394337611776
1,4,5,3,0.149,1,sydneysiege,544271185903484929
19,4,51,5,0.0502,1,sydneysiege,544300674448887809
3,11,15,11,0.3488,1,sydneysiege,544374563539140608
13,11,40,16,0.443,1,sydneysiege,544366894107480064
1,4,5,3,-0.0462,1,sydneysiege,544511300630753280
3,15,18,4,0.2469,1,sydneysiege,544469470568148992
10,7,34,7,0.5524,1,sydneysiege,544462330105712640
12,8,31,9,0.1413,1,sydneysiege,544483282352889857
3,15,18,18,0.0653,1,sydneysiege,544300945820352512
3,6,11,5,0.1456,1,sydneysiege,544280397472088064
4,10,15,12,0.529,1,sydneysiege,544334939374641152
3,7,10,5,0.4283,1,sydneysiege,544280516821024769
4,7,11,6,0.3329,1,sydneysiege,544380980677857280
1,6,7,5,0.1105,1,sydneysiege,544511263788003329
0,0,1,1,0.0,1,sydneysiege,544326461952241664
3,15,21,14,0.3888,1,sydneysiege,544377463581581314
2,11,13,8,0.1104,1,sydneysiege,544401599414943744
5,15,21,8,0.0635,1,sydneysiege,544387886611570688
14,10,35,12,0.1054,1,sydneysiege,544520932405284864
2,8,10,8,-0.0636,1,sydneysiege,544514127197388801
3,6,9,2,0.1426,1,sydneysiege,544382892378714113
6,19,25,15,0.4482,1,sydneysiege,544317609718865920
0,0,1,1,0.0,1,sydneysiege,544351832483450880
2,12,18,18,0.2767,1,sydneysiege,544390903839088640
4,15,28,24,0.5708,1,sydneysiege,544319832486064128
5,9,18,17,0.4817,1,sydneysiege,544511151900753921
2,16,19,14,0.4846,1,sydneysiege,544299439087550464
1,3,4,4,0.1163,1,sydneysiege,544518647881170945
4,13,19,18,0.2356,1,sydneysiege,544300088747884544
1,2,3,2,-0.0166,1,sydneysiege,544304200423723008
4,11,18,10,0.5421,1,sydneysiege,544305463048015872
2,10,12,11,0.4467,1,sydneysiege,544287252306997249
5,5,12,11,0.2568,1,sydneysiege,544284957766463488
5,4,9,9,-0.242,1,sydneysiege,544511558173601792
2,4,6,6,-0.0757,1,sydneysiege,544508995361202176
2,14,16,12,-0.0491,1,sydneysiege,544269749405097984
3,17,21,21,-0.1182,1,sydneysiege,544276998017646593
1,3,4,2,0.1091,1,sydneysiege,544306402731507712
3,4,7,7,-0.2555,1,sydneysiege,544281014768795649
8,12,21,15,0.5715,1,sydneysiege,544277516773380097
1,8,9,7,-0.1828,1,sydneysiege,544491410439667713
1,2,3,3,-0.4943,1,sydneysiege,544520042810200064
1,17,18,8,0.4629,1,sydneysiege,544270745744846848
2,9,11,7,0.1846,1,sydneysiege,544357563534680064
2,16,19,19,0.0001,1,sydneysiege,544309060883845120
1,3,4,2,-0.0631,1,sydneysiege,544351967829839873
1,3,4,4,-0.2521,1,sydneysiege,544296772592336896
2,13,18,17,0.1819,1,sydneysiege,544272155144646656
4,15,25,20,0.6034,1,sydneysiege,544357487911395329
6,8,20,14,0.2068,1,sydneysiege,544512108885725184
7,14,27,22,0.574,1,sydneysiege,544307161589772290
3,12,16,16,-0.0411,1,sydneysiege,544514570367168512
3,22,25,11,-0.2234,1,sydneysiege,544350712365207552
2,9,15,14,-0.1115,1,sydneysiege,544490782183657474
1,8,9,4,0.0406,1,sydneysiege,544405871703240704
11,9,20,9,-0.0705,1,sydneysiege,544271362022338560
2,13,16,10,0.2818,1,sydneysiege,544290611856408576
2,9,12,12,0.2974,1,sydneysiege,544359578612559872
0,0,1,1,0.0,1,sydneysiege,544401468875616257
18,10,40,13,0.5624,1,sydneysiege,544273220128739329
2,8,10,8,0.2501,1,sydneysiege,544519788752818176
2,15,18,15,0.2656,1,sydneysiege,544313043463987201
0,0,1,1,0.0,1,sydneysiege,544487535418687488
2,5,7,1,-0.1924,1,sydneysiege,544443027570556928
5,15,21,19,0.4177,1,sydneysiege,544374422056882176
1,6,7,5,0.0795,1,sydneysiege,544513517706305536
3,14,22,21,0.1921,1,sydneysiege,544407300329709568
2,12,14,8,-0.0307,1,sydneysiege,544332254068350978
2,8,11,9,0.469,1,sydneysiege,544510827433558016
9,11,36,7,0.4054,1,sydneysiege,544384662765068288
2,2,4,3,0.1604,1,sydneysiege,544361776020586496
6,5,12,9,0.5046,1,sydneysiege,544519166582337536
2,6,12,8,0.2454,1,sydneysiege,544355417900716032
1,7,8,3,-0.1355,1,sydneysiege,544273885437652992
7,12,31,15,0.3678,1,sydneysiege,544400775775289344
5,9,19,11,0.3016,1,sydneysiege,544496262629036032
2,2,4,1,0.1472,1,sydneysiege,544307417677189121
2,16,18,15,0.483,1,sydneysiege,544381860214603776
2,12,15,15,0.0815,1,sydneysiege,544517440332627968
1,6,7,6,0.3653,1,sydneysiege,544309177859203073
1,2,3,3,-0.0657,1,sydneysiege,544350567183556608
10,10,48,37,0.569,1,sydneysiege,544307028815253504
3,18,23,19,0.4564,1,sydneysiege,544512398628241408
2,7,9,4,0.4289,1,sydneysiege,544312876245057536
4,13,29,20,0.2546,1,sydneysiege,544294893146091520
8,10,31,29,0.4616,1,sydneysiege,544277526248304640
2,3,5,3,0.0429,1,sydneysiege,544300361360498688
11,5,29,16,0.2959,1,sydneysiege,544285712653500419
2,16,20,19,-0.1377,1,sydneysiege,544278335455776769
6,11,37,13,0.5984,1,sydneysiege,544411313779126272
1,2,3,3,-0.1767,1,sydneysiege,544515584931528704
7,15,32,22,0.6454,1,sydneysiege,544476808566276097
3,9,21,17,0.5762,1,sydneysiege,544289880805605376
4,10,14,9,0.1007,1,sydneysiege,544279776765431809
8,14,25,9,0.4892,1,sydneysiege,544280077778055168
3,10,15,7,0.4868,1,sydneysiege,544281589749137408
5,11,17,14,0.5515,1,sydneysiege,544519694401941504
0,0,1,1,0.0,1,sydneysiege,544363757493702656
2,4,8,5,0.2715,1,sydneysiege,544361266718846977
4,15,24,22,0.0772,1,sydneysiege,544350480780914688
6,17,30,17,0.5721,1,sydneysiege,544326597055369216
3,17,26,25,0.1364,1,sydneysiege,544291965513134080
7,18,31,29,-0.0246,1,sydneysiege,544307776135364608
2,15,20,12,0.0577,1,sydneysiege,544408496918499329
2,6,9,7,0.1695,1,sydneysiege,544352727971954690
1,5,6,5,0.1975,1,sydneysiege,544478708741201920
7,11,18,18,-0.0681,1,sydneysiege,544273888725577729
2,8,10,9,0.4538,1,sydneysiege,544511693204647936
1,12,13,7,0.2211,1,sydneysiege,544284078330376192
1,4,5,2,-0.0992,1,sydneysiege,544287083343671296
1,2,3,2,0.0,1,sydneysiege,544354175900196864
